study,subject_nr,alpha.rew,alpha.pun,beta.rew,beta.pun
disc,312143561,0.9093990806511614,-0.8886263067410992,0.7817265074959724,0.11800171800517137
disc,490396073,1.6135715624017566,2.888474689808597,1.0769107114918872,-1.1570562658354147
disc,861882109,-1.9462688932650252,-1.715773394681055,0.8109919757798606,0.13121551761279157
disc,861601117,-1.578546728404065,1.0320610472269114,0.746908760615709,-1.055996937181703
disc,807356177,1.5061866805652302,4.6451077624124615,0.9240076044549542,-2.3565048982521084
disc,822083256,1.0939191826066634,3.954912050385377,0.5183375940546376,-2.2764158280381985
disc,425069262,0.3815836452715402,0.3942134029609058,0.11006402328591773,-0.34508635034046187
disc,239064815,3.0587263229338735,-0.6640182312517898,0.4606068766341594,-0.06822485869007824
disc,254633181,-0.41956679447686795,0.925714747982589,2.052367585660146,0.5841682209442626
disc,883974226,-0.13553075828899142,4.0284053340965125,1.8897245528891748,-1.7676244414194617
disc,786575801,-0.025223262972697266,4.542092651312368,1.1863910160137792,-2.4936821063639507
disc,346425035,0.5011895114425808,2.4455945552968146,1.5680110969747079,-0.8608125571574418
disc,666859841,-0.11287069868446609,-1.3582523209010817,0.9556778988729372,0.716286537641415
disc,899705220,2.4488479158443432,1.534400721233121,0.2067612565655718,-0.23023893097202705
disc,723502096,-0.6467122334792795,-1.280958781982598,1.835005274625587,2.510924767100376
disc,954447410,0.07572014224376722,2.4020467394014147,0.08943429183425239,-1.7283985891899096
disc,63210450,-0.6242702963912818,3.2789432901335527,-0.060799671734793885,-2.611324394097212
disc,300894760,-2.9838269916935123,-0.10526338667409738,1.0027695280076498,0.0887076947481086
disc,464788626,-0.9835870704891362,-1.0752291666456082,1.362600704258931,1.273797746904654
disc,564059968,-3.0836905944711597,-0.7620103110273582,1.2630091324209076,-0.42164070681852384
disc,321321432,-0.18595080160695796,1.5543385116629391,1.761153762513696,0.7771187866461743
disc,694411756,0.4733976934586704,2.300805452768357,0.9341100564003831,-1.1156681771553252
disc,745752836,-1.8853820290394159,3.027677172307939,0.8938178474225842,-2.157760626416123
disc,782083654,1.462332136976862,1.61002438310178,0.07407811220966586,0.13961680836926654
disc,598736881,-0.469486860435005,3.0542111979459237,-0.04047544721614836,-2.4575057349109053
disc,11279876,2.884331118736715,0.41861348454454217,1.2915333257448744,0.2817204604323223
disc,397714659,0.7187619905323438,2.06126855493443,1.4792179539955648,-0.186983873955583
disc,593674503,1.7876382566767244,4.316454817046347,1.0821172909785144,-2.0010512952759685
disc,892115828,0.17664594815414225,4.228256681796599,0.8197100188262044,-2.468089855753905
disc,85734564,1.2370331662049967,3.495666732321471,-0.44143822862203286,-2.539458838551024
disc,359233718,-3.383331270734976,-0.24678336029715803,1.6383289627494142,-0.23849786379500387
disc,338681803,-0.1357057957889545,1.6736992206118904,1.5009855646842076,-0.5895506935717307
disc,334114857,-2.3646536521792334,2.287961142524858,2.848277942808801,-0.5396488421025887
disc,592673453,-2.828595437600893,-3.2274206814756923,1.6477116929837188,1.3689627606476704
disc,659120491,-0.39055013357103985,-3.151581207994618,0.879334688301568,1.7691755476744784
disc,335572956,-0.40651141440241284,-1.9044583756417572,2.2339711974805265,2.1208852361652206
disc,774364152,-3.684204957373388,-4.021654713954179,1.5884973659125596,2.6067181878575565
disc,788407767,0.6043429853022393,-1.4479919037604032,2.0220054485892147,1.1524296479051321
disc,250635091,-0.7639244860786998,3.1347427382790882,1.607951226453716,-1.5297426740771687
disc,412250889,0.9679125643791396,5.375072740848309,1.683227500956844,-2.470298931737909
disc,776337092,-3.649571117112809,2.3233514686589403,1.9751278278924567,-1.5579727212300996
disc,826153373,1.1834579594996113,1.145950713763904,0.6342120808944605,-0.05947549521112151
disc,220713700,-0.3950078538428315,3.5063711056101923,0.2558643737982027,-2.507049186619201
disc,379058246,3.350055903935513,5.523347917887643,0.4971953748850166,-2.7309414296211005
disc,584005114,2.430904516509305,5.484001719349348,0.013282562501176258,-3.2123752237405108
disc,919168902,-0.9662411742907984,3.7791876753401388,1.8775231371637058,-1.8274353832352133
disc,36993134,-0.12214414366550322,-3.4888791786004703,1.0784072526498458,2.5014343722482124
disc,186824340,-3.8835819122492476,2.3539429801945637,1.7772568233804085,-1.7206878883614733
disc,876190565,-1.7781913187068021,-1.856123940028785,0.5898400728467895,0.5727180441206169
disc,77608480,-4.2869336794660535,1.1616484319802332,0.7537522319231399,-1.5025673535952369
disc,593218431,-3.412221794678295,1.687885539122318,1.8762699675746204,-1.079658646732249
disc,370686149,-4.598239414089534,-6.86261342229262,2.7898503870179807,2.9537745066693875
disc,463139960,0.899719222392987,-1.5786374126234013,0.29603898205069573,0.47709122948573124
disc,529013983,2.348307047682431,1.4124089029554872,-0.5521303338220744,-0.737403286591381
disc,203362677,1.9133981091588925,3.5054794871422286,1.5254600545916042,-1.1741042492505203
disc,228816759,-2.8897467510237225,0.1461052302209408,0.9485430881856631,-0.5514752956489418
disc,238522034,1.2427372998173598,3.171284707038096,1.7394798251870014,-1.045917832700237
disc,669142164,1.1101706956638075,5.246794875857834,1.6753688002602225,-2.3625012522859827
disc,251304916,-0.39514323161226433,3.1316098745626424,0.6944979514842534,-1.9816441136934193
disc,703575998,0.0800590137159537,3.051922770450947,0.44788684461671396,-1.973054715373109
disc,498116978,-4.5657434706002515,0.4833804699612188,1.2156842145989373,-0.6055598989543091
disc,243001819,-4.280745543867854,0.8651092219206048,1.0740341932168134,-1.081600382964582
disc,9489816,1.0294524378345538,2.9882066582881945,-0.2950597654842446,-2.1524038735234896
disc,900412560,-2.669495244584125,2.324190912748146,1.0517920073479863,-1.777852026002428
disc,412848644,1.2128324468256666,4.654433669858219,1.3684246839314447,-2.1578190409687505
disc,35533370,0.6335439659967029,3.3673185432490738,-0.0982940868831074,-2.386913218467245
disc,879661171,1.2942188333835971,3.1367136901811894,1.0845483941146417,-1.3612708068929078
disc,647607965,-0.43785045117027455,3.229394561948037,1.328906893414566,-1.687626417576469
disc,727935120,1.6277439298465444,3.3883048376716363,0.4276432408404537,-1.8529742266351008
disc,766429487,-2.3350680195272746,-0.4953231465154872,0.5450100240065857,-0.7459239659003157
disc,925442248,1.535155023842906,4.319749425144998,0.27828706771886497,-2.5332870887688337
disc,903575782,-0.8713353540061316,-0.9880099358110944,2.2024029994421563,0.6166619776799696
disc,213904998,1.7560997497659079,4.502407376872665,1.3972429748693243,-1.9123869218923848
disc,657305126,-3.758543173061813,2.9646805703440466,2.0380693378062698,-1.8810271337757767
disc,339096314,-4.486896859642253,-4.44317691819646,1.3579158182612525,1.9202045198424313
disc,976167842,1.1371670131203477,3.095670571566935,1.396977977335645,-1.1853542938935968
disc,431141738,1.60345257817699,2.829694852102261,-0.5116984552741902,-2.0705671832579244
disc,257676264,0.22734772078943516,0.9932497274997965,0.03434840730744258,-0.33071560325037874
disc,802550607,2.4497271357294967,5.538482425822464,1.589658246885074,-2.287602650252712
disc,424805508,1.0297919473022152,4.464028362403436,0.7103236224206358,-2.4869935511293284
disc,588578823,0.9419610929714688,1.7665073140349443,0.7275983948868042,-0.5108628734958782
disc,921966331,1.3989759361434682,4.21833034635773,-0.062044305157681716,-2.7151238092417755
disc,127817837,-1.065215960150996,0.22311682230780416,0.4307674414321529,0.23274529360893875
disc,724046951,-0.7509285087486033,-1.1214242736357622,1.385253931501006,0.9078065343111524
disc,596706496,0.8437763771523186,2.3917435673587426,1.3308288806044262,-0.41468872189388106
disc,823938301,-4.3624729444688475,1.0275941312486134,0.9042451766921257,-1.5742114147434756
disc,627530822,1.7277837037412125,4.94074293896679,0.5412939409016613,-2.7174888738239162
disc,270801539,0.5855974312719755,4.8540756881583516,1.7034408389492808,-2.2292701172964886
disc,399617660,1.198451968537111,3.292060432852243,0.8100956108422461,-1.6828267918185824
disc,703111911,0.708433619597926,2.4738913454476656,1.789240415240028,-0.3832176556333354
disc,40987810,-2.6470170550414105,1.2930000985484449,1.3722427923603049,-1.010372228681771
disc,130891451,1.5823713163744042,3.174356358711752,1.323163889954258,-1.16455566730569
disc,347302416,0.5690360884485824,0.013499862392869528,1.0443589353690472,0.8482526116430259
disc,522006959,-3.140742918359401,2.0677717425729534,1.7205381681977199,-1.3079635744273634
disc,738704182,-0.2731122309707293,3.187281204667881,0.7793733918790307,-1.948753686609123
disc,380797260,3.1911997075899086,4.51589500212322,1.399165148433698,-1.594374137412766
disc,789911084,-0.6450378938384984,3.9596990704103274,1.1515182260723393,-2.281985726419227
disc,662937439,-3.9678536293220916,1.0799106767490947,1.1220733413344481,-1.0692815370718818
disc,22400388,1.8805758677823203,-1.8140501967685643,1.0511677226301956,0.6859321373080922
disc,197383800,0.4413869076324021,1.4677600558973238,1.069417410386506,-0.5757772751922897
disc,763561288,0.7388225071575759,2.4476536303772543,1.1522689466721134,-1.0917660253110197
disc,945204813,1.388854803742328,-5.917860758113271,1.0217689581915352,2.735926069052491
disc,184347562,1.2395226862294673,3.534481782527269,0.0013066224496199404,-2.2919579524839393
disc,217422877,-0.38128195827839223,4.874048775608236,1.8196535540317438,-2.392779747791146
disc,900945432,2.4219245245802563,-0.266115168984566,0.821432534016707,2.30798593849185
disc,993338742,0.1731616704864492,-0.2656484297574913,1.5679615689665536,1.7376641132451263
disc,723351850,1.351167474397925,3.683482484064893,-0.023175832324301777,-2.365244236701283
disc,377123315,3.2097405625357465,5.272527921550756,1.2229826961520474,-2.1626658173576283
disc,391255948,-0.7540980827157223,4.2806639358450544,1.405496901496127,-2.3713124043087075
disc,866483758,1.7844886518688847,2.296462860556821,1.3382373255547577,-0.7242378101249195
disc,722491662,-0.4876094828528495,-0.4370654650548891,0.7497732892014777,-0.2596028766034422
disc,214479422,-3.2284633473046385,-1.1620213734555433,0.7818431415191613,0.03455679371918223
disc,868862210,-0.7673671431947751,0.9603983176539546,1.4220240025483262,0.2520439572024197
disc,449796077,-1.064533058498598,-0.31946161979144416,1.1245945079459254,0.4125398422365257
disc,675975675,0.09986694806465071,1.4884998465603632,1.4724694329222634,0.3450862365682966
disc,474276613,2.2490590727587527,2.353395269909627,-0.12126249078822769,-1.3770030094522472
disc,6097007,2.6735200474256295,5.070464031032326,-0.6307127874621613,-3.2898024583809216
disc,134547491,0.8304476659851636,1.2809963219172797,1.5144619829493609,0.1825599805085464
disc,574573939,1.6215433597222897,3.484013700054569,-0.7523331792937253,-2.6261013114186675
disc,727842824,-0.13633893252000584,-3.6326644239569523,0.32360001009313843,1.0905175477298024
disc,931904762,-0.10215486352234333,0.6973872936592124,1.4800379224666347,1.264885125102637
disc,222233392,-1.2834695766572541,4.734220612408885,1.2029762262442156,-2.8881349949698616
disc,192346163,-3.5994489082824073,-4.855602748296919,1.7746179771742345,3.179578801178302
disc,657364831,-2.049678240643917,0.2166480627466631,1.6132066064011996,0.7730430291491122
disc,669276230,-1.1246660666444839,-4.415558884005856,1.0348966471297687,1.7303235841654478
disc,115532581,2.6029809536940323,1.8802958356766237,1.0747764296464022,-0.27462166618602984
disc,843640593,-3.1307272689728585,0.7122910940807827,1.1723643034431586,0.09438580001404785
disc,733952948,-1.901123447759222,0.7296570103187755,1.096578747441596,0.3482299974898499
disc,10224727,2.422902835870267,4.10842984439545,0.3478263815247706,-2.1572215119173017
disc,176497014,-0.028740140721331638,2.6043694569223472,1.1226607522384218,-1.3273144347578696
disc,785921784,-3.3887506655743564,1.8170081344664566,0.8141005104682956,-1.788532565148682
disc,104394137,0.25013494909169287,2.6389518806052026,0.6906526314732265,-1.593106326748257
disc,444761175,2.369396927438041,2.7555785223869234,0.46717924278833467,-1.3197840036395312
disc,708960358,-3.7799500495985896,-4.362876797479806,1.9927842914173246,2.4888500386122803
disc,814478270,0.5033007293154552,3.1290819125809697,1.3789484035164383,-1.3979260414807104
disc,94768805,0.0725832561876744,3.194584173555585,1.6051665776256023,-1.3835684992310147
disc,871977532,1.278772410708733,3.1247745205361537,0.8340617813448331,-1.508133464142234
disc,133058955,-0.27337487242643255,1.602657309006488,1.3321381221808952,-0.6273832608551347
disc,351754983,0.06834979190143461,4.0741534790727725,0.10575535354860748,-2.829372449813921
disc,489794315,-2.4825191165209675,3.628691584550099,2.3092844951076743,-1.7825899073876834
disc,904230931,-0.11174038587651908,-1.8494042669840303,0.7214419418167964,1.0405533422129536
disc,297145763,-1.5594306110414733,3.9327293334785787,1.065197557878238,-2.5397230805690403
disc,508344913,-3.60055214892852,3.236457139466223,2.3241123230014415,-1.8489710019026362
disc,484100014,-1.282635538806598,2.80891524771487,2.3306412612842498,-1.0847125176040178
disc,826051777,2.570705932553114,2.7333177213075155,0.9160385899843946,-0.9569179965585335
disc,306016065,0.899664492023676,2.3967025644403472,0.22891352701490025,-1.5219111664923015
disc,90235301,-3.084814460820986,0.5505300340479092,0.9690485345678391,-0.5934706958806693
disc,810781601,0.9721804916765121,2.634143730571776,1.218114390804183,-1.076853762943382
disc,81536288,0.4441469884954424,-1.402793514927024,0.7681761492555483,1.1085485017565238
disc,991688177,0.2629538779308499,2.27020683930126,2.606292727013896,-0.24421832838909466
disc,842492863,-0.089843186811975,1.8482090783722394,2.5581031565688,-0.13137166992858784
disc,630479884,-3.2017818961335793,1.5132697028526696,1.3801161881512465,-0.5215405774256288
disc,459722296,-0.5430998764469827,1.6130826964118694,1.1404856957345728,-0.29946530563371543
disc,44689768,1.147106871173056,2.250227306783859,1.9958692374407143,-0.04949862894157655
disc,81390245,1.831495174514896,3.593752646427915,0.6036479380497761,-1.8180237244799218
disc,986097288,-1.5546281075254562,2.2397423823286178,0.29543587395653315,-1.91911829661131
disc,257768661,0.48639853475106154,4.147300015279544,1.4382683418948425,-1.9689499912105923
disc,557967209,-1.5932209633115606,3.8196521192512813,2.3430648670171164,-1.6998814540399825
disc,885172871,-3.935546593809852,2.2212758333489657,1.018628316443586,-2.0994115851264246
disc,631571576,0.6691864387621588,3.8764305248555226,1.654603642714415,-1.6409262829698068
disc,863923100,0.27003810483824375,0.861791343045835,0.32645023895524783,-0.7471212519036959
disc,660407712,2.448886558444865,3.802086162862586,-0.2521010759179501,-2.319381586610819
disc,600417115,-4.294667797954343,0.6347833025175663,1.6516647957704824,-0.44182900831671673
disc,64275165,0.7071155442950767,4.009246746052106,1.2550400068570484,-1.9377141378022524
disc,448370787,1.1747146082949254,-0.15042962351778402,1.0592938985605251,0.6251628984788274
disc,147398691,2.6744818880098085,4.599875007417825,0.9483444482789561,-2.035314486581586
disc,278624716,-2.1852774077442296,0.7857119033260107,1.8432788574827033,0.6603584620499908
disc,593779826,-1.1767567154869647,1.0227539159804915,0.5086454728731942,-0.47897140608257655
disc,350665696,-0.011706909318329304,5.043496977255454,1.1053870656167524,-2.8465966995538703
disc,322001677,1.4197788737937118,4.674480172093805,0.3189292010487702,-2.7600175636933675
disc,617376730,0.39221850478479875,3.4807554848969184,0.3479049522606668,-2.244085751515678
disc,254077218,0.9022100716405055,2.306920865137689,-0.29872298952513976,-1.8158233576887441
disc,280355688,-0.9020995610505167,-0.24720324664102528,2.710218979377081,0.9372633555184169
disc,59684662,-0.7778268128740099,-1.5392671482833018,0.08041697500336385,-0.08048780761040657
disc,171132611,1.3525261566002196,3.998980596752536,0.6480622347293554,-2.1529783354627003
disc,127994393,-4.305142300947386,1.4543552894777219,1.1509263485821022,-1.6853497712216754
disc,342418254,-3.2597275923966387,1.6828216665436702,1.530256453712731,-1.317313225123629
disc,94441122,1.4418837192334533,4.384330434560464,0.7276173235802643,-2.3320514984388043
disc,888276283,-0.48743161358862985,1.522159451484469,0.7983546859233763,-0.8702984802074766
disc,548698068,3.229214002233747,3.516828595824032,0.4397319359955166,-1.5133869899761343
disc,823410149,1.1191636513964733,4.665557725395185,2.059384709332879,-1.7763825175617305
disc,889646604,0.36005168395082865,4.646342993767944,0.9433829945478533,-2.6128611259818357
disc,886394767,0.7557821355326407,3.582532329314718,0.8925267204885248,-1.898718635714719
disc,683185363,-3.2904500475461487,2.1124198021692027,0.8125216451800764,-1.9284026640505998
disc,17488127,0.20486990906205144,-3.0538686183227255,1.1600977964257828,2.5293199033349305
disc,254343836,-0.053097648835661294,-0.46418504513410047,0.19499767576372304,0.8468136222725068
disc,909689340,1.6932111094613105,2.376699489564276,1.1218122198034577,-0.8654029322656313
disc,554602627,-0.07806568151254387,0.6089458393531035,1.4659769640059006,0.693659435047966
disc,307687570,0.366402029655034,1.115283420011495,0.579633287804719,-0.18685723399043086
disc,171870330,-2.1230290226657504,4.4349328982529315,1.4312279622354016,-2.769793245264704
disc,489670725,1.5107218492771404,4.265071641111527,0.47530074068254596,-2.3931746714947564
disc,84296234,-0.49601072030407456,4.438373238920645,1.1717396179551067,-2.5371678007910754
disc,649429049,0.2447417439024101,3.9916535144449985,1.0398641268516255,-2.1818284777343626
disc,612877124,0.22875497380944834,4.070076252066796,2.2144247893750775,-1.5226773542527376
disc,256566291,2.6226946364758437,4.162943233079651,1.0293674258718524,-1.7422457079419362
disc,593217939,-3.3418919879463087,1.5919751252635814,0.7969492952168191,-1.727554619980305
disc,554684363,0.6017235722646181,0.004132899946569419,1.3525951677264638,0.6616520287527873
disc,50252126,-4.237529395529618,3.158445475406887,2.3910735916967703,-1.883940840313525
disc,521102978,-0.34487226983669644,1.9852876034823481,1.1126779252661938,-1.0520942409201666
disc,195512454,-2.3899789438182824,-0.950321193156398,0.7328230585563459,0.08290428845991342
disc,928578982,-0.9994492209957242,0.5325997129651754,0.12546184847348105,-0.6733185133342244
disc,340548501,-0.4206765696590701,2.747041119890586,1.898842864503031,-1.0565958921005865
disc,741704583,-1.1872031071893627,1.168744386855535,0.5043273639965133,-1.3083362066884126
disc,513766324,-1.707053811874236,3.1062814343497878,0.5445416248057158,-2.3818048317127944
disc,747438966,-0.2848570936762524,2.437175385445474,1.847392750558766,-0.6820607597361412
disc,949382438,1.8793680379316826,-1.17713903694449,0.6159533550643056,0.019357156442941795
disc,317853308,1.3434169530361249,4.291493164585227,-0.6995200427367513,-3.1559332593674156
disc,252847931,1.8104768035565628,4.176457554697555,0.9387891312263942,-1.9818304062769478
disc,563566837,-0.9384512795151466,1.3300673929160622,0.6465457027126681,-0.6144336178428226
disc,563709358,-0.03776660761297354,0.3480645410071917,1.661243030868623,-0.20169872928686458
disc,287119131,-1.7233643488150512,-0.5322703863225691,1.588326708614512,0.4201643209881935
disc,160033040,-0.3506230721469449,2.8403349981504644,0.9816668028673663,-1.6147309451775116
disc,665905635,0.3070373784382175,4.8258842808774745,1.646791162240371,-2.30519716072957
disc,631081333,1.954842967025348,4.533776419913956,0.8505131517374434,-2.2242339840550103
disc,511627440,-4.393715725920897,2.816059072149757,2.7142587142568586,-1.4422008158620303
disc,646591306,0.8160941985300195,3.5105570766147616,1.2101138291920532,-1.6275001829556253
disc,944119141,1.3754498927148768,0.1478262794458571,1.8930314833914088,0.9157793656537254
disc,521458099,-1.2858332241756765,3.180510730293019,1.4730519547646306,-1.810656729894252
disc,393116494,1.5087742971484568,5.220542736556072,2.638877628409285,-1.678462315932854
disc,149674758,-1.8003688899785428,1.1743240767690346,1.0480889776524271,-0.5451994927842992
disc,515702197,2.729504221989227,2.379468108568032,1.1971437991979617,-0.37296146433895633
disc,530747047,-1.56904344595428,-1.3502803160343197,1.8078015902216464,0.8585777844838397
disc,910728966,-1.555264007043724,1.4985434250094614,0.24939766836627114,-1.462519255877966
disc,157912110,1.7668616567648012,2.019697857412897,0.05489067631800391,-1.1295242855029468
disc,344903103,-0.28724801756481744,3.8199614283071406,2.545286099327313,-1.2690042939104305
disc,760948103,-1.30007021333432,0.5919059061331605,0.8939147358256593,0.749757780349252
disc,585095426,-3.2472934566430207,-3.336015454427951,0.8997986832306445,0.6003377055779878
disc,637988410,1.831823178799277,3.1003757882966756,0.2852038032747319,-1.696453763643508
disc,496327344,-4.453650439932436,0.6144764810364844,1.8762668255739192,-0.22165525193987853
disc,244416719,-0.9457324837451173,1.7975191237149333,1.0484845819876745,-1.0062412356555621
disc,226607487,1.700337096276221,3.9365596134217857,-0.22487533978520285,-2.568697737857602
disc,761039201,2.2027704348009474,-0.955415561353188,0.37316859501390964,0.2590699253230663
disc,520517421,2.6198322075495697,4.108205856619493,0.05831086821988764,-2.2950133707771174
disc,310675639,0.9014855536350471,3.152697356859186,0.33701025185545463,-1.9448270580280465
disc,523470487,0.09120734383432073,4.099225846427072,2.031691895144779,-1.6829081666761654
disc,303223548,-0.821886884391095,-0.7824327007689016,1.5328341964661247,0.06049831924654199
disc,52221356,3.051081802909643,3.2096955500952986,1.2990750520155858,-0.8949780186560811
disc,593757594,1.4536458028782033,4.310799195694924,0.6179206987872345,-2.346505098664092
disc,563001853,1.3312471700949073,2.076868849657109,1.2974078749953888,-0.545578556097009
disc,748363422,2.126052998860936,1.668207272811508,0.2021466121471751,-0.6420819307716784
disc,589468083,1.6039665211081982,3.62030134684526,0.222116790484575,-2.1339027546590095
disc,946984974,-1.2687149159379232,0.5413707323367947,1.5448635805669182,0.5524040511494126
disc,79718046,2.256075657671377,2.6320255913792407,0.28821059500156293,-1.311447820022142
disc,375993331,-1.5555918130482322,-6.676700759858914,2.581989135189344,4.88021617923853
disc,889149052,-0.33669961690410255,1.6987879079008572,0.17176169540930097,-1.208170472726119
disc,340070978,-2.9937931095494896,-2.4110699747154887,1.301673220171407,0.5965618852700317
disc,105267837,-5.076714762316268,0.10919395068287463,2.511231337756394,-0.32182005182150725
disc,271666749,0.7972493442013397,2.214727149579235,2.6469967078643464,-0.023632242323882793
disc,100635628,1.3615060081457573,2.598244596494821,1.4997788060541524,-0.7664586818923024
